time,12,14,23,24,25,26,27,28,29,30,31,38,39,40,41,42,43,44,45,46,47,52,53,54,55,56,57,58,59,60,61,66,67,68,69,70,71,72,73,74,75,76,80,81,82,83,84,85,86,87,88,89,90,91,96,97,98,99,100,101,102,103,104,105,106,112,113,114,115,116,117,118,119,120,121,129,130,131,132,133,134,135,136,137,146,147,148,149,150,151,152,163,164,165,166,167,180,181,182
1954-12-31 00:00:00+00:00,4.0,2.0,8.0,7.0,6.0,5.0,8.0,8.0,4.0,5.0,2.0,12.0,6.0,8.0,6.0,4.0,6.0,9.0,2.0,4.0,4.0,28.0,18.0,17.0,17.0,5.0,4.0,8.0,6.0,6.0,2.0,10.0,26.0,26.0,25.0,21.0,8.0,10.0,15.0,12.0,8.0,10.0,10.0,10.0,15.0,20.0,17.0,12.0,17.0,23.0,19.0,16.0,11.0,14.0,9.0,10.0,9.0,16.0,16.0,10.0,14.0,33.0,18.0,22.0,30.0,13.0,9.0,7.0,17.0,7.0,14.0,27.0,12.0,15.0,17.0,13.0,9.0,7.0,7.0,8.0,10.0,14.0,13.0,14.0,14.0,14.0,7.0,3.0,4.0,2.0,3.0,16.0,10.0,21.0,8.0,9.0,23.0,8.0,13.0
1955-12-31 00:00:00+00:00,16.0,34.0,13.0,19.0,25.0,24.0,25.0,13.0,17.0,30.0,37.0,18.0,13.0,15.0,25.0,31.0,27.0,17.0,17.0,22.0,24.0,16.0,16.0,14.0,15.0,19.0,30.0,25.0,26.0,20.0,20.0,19.0,27.0,15.0,6.0,13.0,22.0,19.0,21.0,21.0,21.0,30.0,8.0,9.0,10.0,16.0,13.0,10.0,16.0,19.0,23.0,24.0,20.0,18.0,15.0,17.0,7.0,18.0,18.0,13.0,8.0,14.0,19.0,28.0,25.0,10.0,3.0,7.0,5.0,10.0,12.0,10.0,7.0,15.0,15.0,15.0,7.0,16.0,15.0,19.0,13.0,7.0,7.0,9.0,24.0,17.0,15.0,8.0,7.0,2.0,5.0,14.0,12.0,5.0,6.0,7.0,13.0,11.0,16.0
1956-12-31 00:00:00+00:00,13.0,7.0,16.0,11.0,25.0,19.0,36.0,23.0,15.0,10.0,8.0,16.0,12.0,14.0,19.0,30.0,41.0,29.0,27.0,15.0,11.0,20.0,14.0,15.0,15.0,13.0,22.0,29.0,35.0,26.0,32.0,13.0,11.0,9.0,10.0,18.0,24.0,20.0,17.0,35.0,33.0,28.0,21.0,18.0,11.0,19.0,17.0,14.0,16.0,22.0,27.0,20.0,26.0,34.0,16.0,16.0,16.0,17.0,15.0,15.0,24.0,20.0,11.0,19.0,33.0,18.0,33.0,20.0,14.0,15.0,26.0,18.0,18.0,12.0,14.0,19.0,22.0,21.0,19.0,17.0,22.0,17.0,14.0,13.0,16.0,19.0,11.0,21.0,22.0,13.0,11.0,18.0,12.0,16.0,21.0,23.0,19.0,18.0,20.0
1957-12-31 00:00:00+00:00,17.0,8.0,47.0,65.0,47.0,40.0,41.0,25.0,20.0,13.0,8.0,45.0,55.0,52.0,45.0,55.0,47.0,22.0,24.0,17.0,13.0,18.0,23.0,25.0,41.0,47.0,46.0,38.0,38.0,32.0,29.0,14.0,18.0,15.0,15.0,14.0,27.0,30.0,40.0,41.0,43.0,35.0,17.0,18.0,14.0,17.0,22.0,11.0,11.0,23.0,41.0,34.0,32.0,47.0,20.0,16.0,17.0,15.0,16.0,16.0,20.0,26.0,26.0,44.0,31.0,11.0,11.0,11.0,13.0,21.0,15.0,22.0,16.0,18.0,20.0,22.0,7.0,14.0,8.0,16.0,20.0,16.0,16.0,21.0,18.0,23.0,11.0,15.0,22.0,13.0,13.0,31.0,10.0,33.0,18.0,14.0,10.0,6.0,6.0
1958-12-31 00:00:00+00:00,19.0,22.0,62.0,51.0,55.0,39.0,40.0,27.0,23.0,18.0,5.0,55.0,52.0,57.0,56.0,51.0,33.0,21.0,26.0,17.0,17.0,15.0,26.0,37.0,66.0,69.0,59.0,41.0,25.0,23.0,13.0,22.0,12.0,13.0,18.0,27.0,42.0,48.0,47.0,32.0,39.0,37.0,10.0,16.0,21.0,17.0,14.0,21.0,37.0,47.0,49.0,47.0,20.0,32.0,22.0,14.0,22.0,17.0,19.0,7.0,20.0,45.0,48.0,49.0,35.0,18.0,23.0,13.0,10.0,13.0,15.0,14.0,20.0,34.0,37.0,11.0,12.0,6.0,10.0,4.0,11.0,13.0,18.0,28.0,18.0,14.0,17.0,9.0,15.0,12.0,19.0,12.0,7.0,8.0,7.0,16.0,9.0,4.0,9.0
1959-12-31 00:00:00+00:00,34.0,23.0,55.0,55.0,63.0,56.0,47.0,31.0,33.0,28.0,17.0,26.0,43.0,47.0,84.0,71.0,56.0,44.0,34.0,31.0,26.0,9.0,10.0,12.0,28.0,46.0,55.0,67.0,54.0,60.0,40.0,8.0,10.0,14.0,14.0,11.0,20.0,31.0,40.0,46.0,51.0,59.0,17.0,13.0,10.0,24.0,13.0,13.0,37.0,39.0,49.0,28.0,31.0,50.0,15.0,10.0,14.0,15.0,26.0,19.0,48.0,37.0,29.0,24.0,47.0,10.0,11.0,17.0,17.0,31.0,28.0,27.0,24.0,27.0,32.0,11.0,11.0,21.0,22.0,23.0,26.0,14.0,22.0,15.0,25.0,22.0,15.0,14.0,11.0,10.0,24.0,30.0,25.0,18.0,9.0,17.0,28.0,23.0,25.0
1960-12-31 00:00:00+00:00,16.0,13.0,23.0,26.0,30.0,30.0,28.0,27.0,14.0,16.0,17.0,21.0,28.0,24.0,33.0,32.0,38.0,29.0,31.0,16.0,10.0,22.0,28.0,21.0,35.0,38.0,36.0,47.0,38.0,41.0,23.0,19.0,20.0,19.0,14.0,28.0,26.0,40.0,32.0,35.0,33.0,34.0,16.0,14.0,10.0,18.0,17.0,24.0,31.0,40.0,33.0,28.0,23.0,27.0,13.0,11.0,14.0,12.0,27.0,18.0,25.0,25.0,39.0,47.0,35.0,11.0,7.0,13.0,17.0,26.0,33.0,26.0,23.0,41.0,40.0,23.0,14.0,19.0,16.0,28.0,16.0,14.0,15.0,21.0,16.0,13.0,20.0,15.0,7.0,3.0,8.0,12.0,9.0,14.0,9.0,6.0,9.0,14.0,7.0
1961-12-31 00:00:00+00:00,20.0,1.0,21.0,21.0,32.0,30.0,30.0,17.0,10.0,7.0,7.0,17.0,20.0,21.0,16.0,20.0,25.0,21.0,13.0,9.0,7.0,9.0,23.0,27.0,23.0,26.0,19.0,24.0,27.0,26.0,21.0,17.0,23.0,13.0,15.0,34.0,28.0,12.0,12.0,12.0,17.0,23.0,16.0,14.0,18.0,14.0,16.0,14.0,29.0,22.0,18.0,14.0,14.0,29.0,15.0,24.0,31.0,17.0,17.0,23.0,30.0,28.0,16.0,18.0,11.0,17.0,18.0,9.0,21.0,20.0,32.0,19.0,19.0,20.0,15.0,22.0,15.0,12.0,11.0,21.0,30.0,21.0,16.0,9.0,29.0,20.0,12.0,17.0,23.0,18.0,13.0,28.0,15.0,18.0,19.0,24.0,30.0,25.0,20.0
1962-12-31 00:00:00+00:00,92.0,57.0,83.0,85.0,106.0,99.0,103.0,88.0,74.0,64.0,58.0,64.0,90.0,76.0,92.0,89.0,90.0,82.0,76.0,73.0,56.0,50.0,40.0,59.0,74.0,87.0,84.0,85.0,79.0,83.0,84.0,17.0,29.0,46.0,66.0,62.0,78.0,72.0,82.0,81.0,72.0,83.0,13.0,16.0,18.0,45.0,41.0,46.0,63.0,69.0,80.0,74.0,62.0,72.0,21.0,19.0,18.0,36.0,65.0,34.0,52.0,62.0,67.0,74.0,84.0,22.0,22.0,22.0,51.0,81.0,59.0,53.0,48.0,79.0,97.0,21.0,21.0,40.0,38.0,59.0,53.0,49.0,87.0,85.0,28.0,47.0,44.0,34.0,44.0,36.0,50.0,9.0,24.0,23.0,20.0,35.0,16.0,27.0,29.0
1963-12-31 00:00:00+00:00,21.0,5.0,26.0,29.0,30.0,27.0,20.0,19.0,16.0,6.0,6.0,29.0,19.0,29.0,31.0,41.0,25.0,17.0,18.0,14.0,10.0,30.0,28.0,29.0,22.0,23.0,23.0,23.0,27.0,24.0,20.0,8.0,21.0,28.0,33.0,37.0,37.0,23.0,23.0,30.0,19.0,26.0,19.0,15.0,3.0,16.0,16.0,25.0,30.0,36.0,30.0,28.0,28.0,31.0,16.0,11.0,9.0,11.0,28.0,24.0,37.0,30.0,37.0,37.0,37.0,8.0,5.0,12.0,9.0,25.0,30.0,25.0,14.0,28.0,43.0,7.0,13.0,13.0,28.0,26.0,23.0,13.0,21.0,29.0,18.0,27.0,15.0,23.0,24.0,15.0,17.0,17.0,22.0,14.0,27.0,17.0,15.0,12.0,16.0
1964-12-31 00:00:00+00:00,52.0,16.0,66.0,66.0,74.0,80.0,65.0,42.0,21.0,15.0,17.0,41.0,52.0,65.0,66.0,80.0,63.0,40.0,29.0,31.0,29.0,27.0,27.0,37.0,30.0,48.0,67.0,70.0,66.0,55.0,35.0,14.0,19.0,24.0,29.0,22.0,33.0,49.0,59.0,62.0,72.0,67.0,20.0,18.0,13.0,13.0,17.0,12.0,23.0,35.0,37.0,48.0,43.0,51.0,15.0,18.0,18.0,15.0,19.0,14.0,26.0,26.0,30.0,42.0,48.0,18.0,18.0,23.0,17.0,17.0,27.0,17.0,17.0,23.0,26.0,18.0,20.0,11.0,13.0,7.0,26.0,15.0,13.0,23.0,25.0,14.0,17.0,26.0,16.0,16.0,16.0,15.0,20.0,24.0,20.0,18.0,9.0,18.0,21.0
1965-12-31 00:00:00+00:00,23.0,14.0,19.0,29.0,35.0,32.0,23.0,18.0,15.0,11.0,5.0,17.0,18.0,28.0,27.0,34.0,21.0,20.0,14.0,15.0,14.0,10.0,12.0,16.0,7.0,23.0,23.0,28.0,18.0,15.0,13.0,10.0,18.0,12.0,13.0,15.0,18.0,25.0,24.0,31.0,28.0,20.0,17.0,7.0,13.0,17.0,17.0,14.0,11.0,23.0,39.0,31.0,17.0,17.0,15.0,14.0,11.0,12.0,23.0,24.0,15.0,17.0,33.0,18.0,25.0,21.0,27.0,15.0,14.0,21.0,18.0,8.0,18.0,19.0,27.0,21.0,24.0,13.0,24.0,19.0,19.0,18.0,16.0,16.0,23.0,20.0,13.0,15.0,30.0,8.0,5.0,19.0,18.0,15.0,30.0,18.0,24.0,16.0,12.0
1966-12-31 00:00:00+00:00,31.0,17.0,28.0,34.0,29.0,38.0,37.0,30.0,20.0,21.0,17.0,30.0,30.0,40.0,36.0,42.0,45.0,38.0,26.0,22.0,20.0,32.0,21.0,38.0,29.0,40.0,33.0,44.0,37.0,38.0,28.0,22.0,25.0,22.0,29.0,40.0,40.0,47.0,51.0,45.0,45.0,50.0,16.0,17.0,19.0,22.0,14.0,17.0,19.0,39.0,30.0,30.0,31.0,32.0,22.0,14.0,15.0,21.0,20.0,23.0,17.0,32.0,27.0,30.0,42.0,8.0,9.0,13.0,19.0,14.0,32.0,18.0,24.0,27.0,28.0,5.0,9.0,15.0,19.0,24.0,32.0,28.0,32.0,27.0,24.0,20.0,21.0,21.0,28.0,18.0,25.0,25.0,23.0,15.0,21.0,23.0,26.0,14.0,12.0
1967-12-31 00:00:00+00:00,43.0,27.0,56.0,41.0,56.0,53.0,58.0,56.0,35.0,27.0,25.0,48.0,41.0,50.0,56.0,52.0,40.0,39.0,35.0,38.0,35.0,58.0,55.0,68.0,42.0,47.0,46.0,37.0,38.0,35.0,36.0,18.0,20.0,47.0,49.0,58.0,59.0,54.0,37.0,37.0,38.0,43.0,9.0,10.0,19.0,32.0,40.0,48.0,50.0,59.0,59.0,39.0,33.0,49.0,11.0,26.0,24.0,25.0,32.0,32.0,39.0,43.0,44.0,41.0,33.0,12.0,18.0,15.0,14.0,24.0,32.0,25.0,25.0,32.0,34.0,10.0,14.0,24.0,19.0,30.0,39.0,28.0,24.0,30.0,13.0,10.0,26.0,30.0,29.0,23.0,36.0,33.0,21.0,24.0,22.0,33.0,21.0,16.0,21.0
1968-12-31 00:00:00+00:00,12.0,4.0,21.0,18.0,14.0,20.0,13.0,18.0,11.0,2.0,4.0,13.0,20.0,17.0,20.0,23.0,13.0,14.0,17.0,6.0,5.0,13.0,9.0,18.0,17.0,14.0,20.0,19.0,12.0,8.0,13.0,12.0,13.0,8.0,11.0,21.0,23.0,11.0,20.0,18.0,16.0,12.0,9.0,8.0,7.0,10.0,7.0,18.0,17.0,18.0,15.0,20.0,12.0,17.0,12.0,15.0,5.0,9.0,14.0,9.0,20.0,18.0,23.0,18.0,28.0,17.0,13.0,6.0,5.0,7.0,9.0,16.0,18.0,21.0,14.0,17.0,10.0,12.0,7.0,9.0,15.0,18.0,19.0,15.0,22.0,15.0,13.0,11.0,3.0,10.0,13.0,31.0,19.0,10.0,7.0,9.0,18.0,13.0,14.0
1969-12-31 00:00:00+00:00,18.0,16.0,16.0,16.0,18.0,17.0,16.0,18.0,27.0,26.0,17.0,14.0,17.0,22.0,17.0,16.0,13.0,13.0,17.0,25.0,16.0,14.0,30.0,21.0,14.0,21.0,28.0,20.0,16.0,13.0,17.0,9.0,18.0,14.0,22.0,20.0,24.0,27.0,30.0,23.0,26.0,12.0,12.0,7.0,7.0,19.0,11.0,17.0,33.0,20.0,24.0,17.0,18.0,20.0,8.0,7.0,14.0,17.0,20.0,18.0,19.0,14.0,14.0,14.0,16.0,7.0,2.0,8.0,8.0,13.0,18.0,25.0,21.0,12.0,13.0,26.0,12.0,17.0,26.0,14.0,21.0,13.0,14.0,10.0,19.0,13.0,15.0,12.0,15.0,10.0,11.0,8.0,12.0,16.0,13.0,18.0,13.0,14.0,28.0
1970-12-31 00:00:00+00:00,1.0,4.0,6.0,1.0,6.0,0.0,0.0,1.0,5.0,2.0,6.0,17.0,8.0,4.0,4.0,2.0,8.0,0.0,5.0,3.0,4.0,10.0,9.0,14.0,12.0,9.0,3.0,5.0,5.0,3.0,5.0,15.0,8.0,9.0,9.0,10.0,13.0,12.0,5.0,9.0,9.0,15.0,10.0,13.0,9.0,10.0,6.0,5.0,1.0,10.0,13.0,14.0,6.0,14.0,16.0,14.0,14.0,4.0,5.0,2.0,4.0,5.0,5.0,4.0,18.0,5.0,10.0,5.0,3.0,7.0,4.0,8.0,5.0,4.0,13.0,20.0,8.0,7.0,6.0,16.0,4.0,5.0,8.0,2.0,16.0,10.0,6.0,8.0,5.0,6.0,7.0,14.0,11.0,13.0,16.0,7.0,6.0,11.0,8.0
1971-12-31 00:00:00+00:00,35.0,17.0,18.0,25.0,26.0,37.0,31.0,38.0,22.0,12.0,11.0,23.0,29.0,23.0,30.0,40.0,37.0,32.0,19.0,16.0,14.0,19.0,29.0,31.0,36.0,38.0,40.0,38.0,30.0,36.0,19.0,24.0,18.0,21.0,33.0,30.0,35.0,43.0,39.0,30.0,26.0,29.0,14.0,21.0,17.0,17.0,10.0,15.0,25.0,38.0,38.0,43.0,21.0,25.0,16.0,18.0,7.0,23.0,11.0,16.0,26.0,20.0,31.0,23.0,28.0,12.0,7.0,9.0,6.0,12.0,28.0,20.0,17.0,19.0,23.0,21.0,18.0,7.0,26.0,16.0,28.0,18.0,20.0,14.0,21.0,30.0,15.0,18.0,17.0,6.0,8.0,23.0,20.0,16.0,7.0,22.0,15.0,11.0,20.0
1972-12-31 00:00:00+00:00,17.0,19.0,28.0,26.0,21.0,31.0,23.0,22.0,17.0,17.0,16.0,28.0,32.0,24.0,30.0,24.0,26.0,21.0,11.0,12.0,20.0,31.0,31.0,27.0,25.0,29.0,25.0,28.0,20.0,33.0,16.0,12.0,19.0,22.0,20.0,28.0,26.0,26.0,24.0,34.0,22.0,23.0,13.0,14.0,9.0,28.0,19.0,19.0,20.0,17.0,24.0,25.0,24.0,25.0,18.0,11.0,24.0,10.0,19.0,16.0,21.0,12.0,19.0,33.0,28.0,6.0,12.0,16.0,14.0,17.0,23.0,19.0,19.0,20.0,17.0,17.0,17.0,22.0,21.0,25.0,14.0,19.0,15.0,30.0,15.0,21.0,24.0,18.0,17.0,19.0,23.0,16.0,16.0,9.0,15.0,19.0,7.0,14.0,13.0
1973-12-31 00:00:00+00:00,56.0,36.0,70.0,78.0,72.0,65.0,66.0,62.0,34.0,29.0,37.0,64.0,72.0,85.0,66.0,73.0,66.0,60.0,44.0,36.0,39.0,40.0,40.0,42.0,46.0,58.0,71.0,72.0,58.0,53.0,49.0,22.0,26.0,34.0,36.0,43.0,49.0,65.0,68.0,74.0,52.0,53.0,15.0,10.0,30.0,33.0,50.0,47.0,55.0,64.0,61.0,54.0,47.0,56.0,10.0,25.0,15.0,39.0,59.0,37.0,48.0,53.0,63.0,63.0,56.0,11.0,29.0,25.0,42.0,48.0,45.0,34.0,47.0,65.0,66.0,23.0,21.0,20.0,27.0,32.0,28.0,47.0,60.0,51.0,22.0,17.0,16.0,19.0,27.0,27.0,46.0,16.0,13.0,25.0,32.0,24.0,11.0,13.0,14.0
1974-12-31 00:00:00+00:00,10.0,11.0,22.0,20.0,11.0,14.0,10.0,14.0,8.0,10.0,4.0,20.0,24.0,22.0,22.0,20.0,11.0,7.0,10.0,14.0,8.0,16.0,24.0,14.0,19.0,27.0,28.0,16.0,10.0,20.0,13.0,29.0,16.0,10.0,21.0,22.0,25.0,24.0,29.0,33.0,16.0,19.0,17.0,22.0,17.0,16.0,19.0,19.0,31.0,36.0,36.0,26.0,26.0,20.0,22.0,21.0,15.0,23.0,28.0,20.0,22.0,29.0,27.0,39.0,24.0,16.0,17.0,12.0,18.0,24.0,22.0,17.0,23.0,36.0,32.0,7.0,8.0,21.0,27.0,24.0,23.0,21.0,26.0,22.0,10.0,11.0,12.0,22.0,23.0,15.0,33.0,15.0,15.0,19.0,19.0,23.0,20.0,16.0,28.0
1975-12-31 00:00:00+00:00,9.0,3.0,24.0,15.0,13.0,24.0,10.0,11.0,2.0,4.0,2.0,26.0,30.0,23.0,12.0,9.0,6.0,9.0,5.0,5.0,5.0,43.0,40.0,45.0,34.0,23.0,10.0,9.0,3.0,9.0,6.0,20.0,21.0,29.0,32.0,31.0,27.0,21.0,15.0,14.0,8.0,8.0,11.0,9.0,17.0,17.0,28.0,33.0,25.0,31.0,28.0,21.0,13.0,14.0,12.0,9.0,24.0,23.0,28.0,20.0,34.0,32.0,34.0,27.0,21.0,13.0,14.0,14.0,20.0,30.0,35.0,30.0,27.0,26.0,29.0,17.0,9.0,19.0,35.0,38.0,30.0,32.0,38.0,22.0,19.0,20.0,29.0,38.0,40.0,28.0,41.0,21.0,27.0,20.0,26.0,19.0,13.0,20.0,22.0
1976-12-31 00:00:00+00:00,21.0,12.0,27.0,30.0,21.0,21.0,17.0,16.0,12.0,7.0,5.0,32.0,31.0,26.0,20.0,27.0,25.0,14.0,16.0,12.0,10.0,28.0,25.0,30.0,38.0,34.0,35.0,41.0,27.0,21.0,15.0,16.0,18.0,20.0,20.0,27.0,42.0,37.0,43.0,53.0,44.0,27.0,21.0,16.0,6.0,9.0,10.0,11.0,25.0,36.0,47.0,39.0,33.0,35.0,27.0,15.0,10.0,10.0,17.0,28.0,21.0,31.0,29.0,26.0,44.0,23.0,17.0,16.0,19.0,23.0,17.0,16.0,17.0,27.0,24.0,16.0,11.0,16.0,23.0,25.0,20.0,14.0,25.0,18.0,11.0,27.0,8.0,20.0,32.0,18.0,22.0,19.0,15.0,26.0,22.0,23.0,21.0,20.0,30.0
1977-12-31 00:00:00+00:00,7.0,1.0,4.0,3.0,1.0,3.0,8.0,11.0,6.0,6.0,4.0,8.0,3.0,6.0,5.0,2.0,9.0,6.0,7.0,5.0,3.0,10.0,10.0,6.0,5.0,4.0,6.0,4.0,9.0,4.0,7.0,12.0,14.0,15.0,11.0,9.0,8.0,8.0,5.0,5.0,7.0,9.0,14.0,15.0,18.0,15.0,6.0,13.0,17.0,9.0,5.0,7.0,8.0,10.0,15.0,14.0,11.0,19.0,5.0,16.0,23.0,13.0,14.0,11.0,13.0,27.0,19.0,16.0,9.0,7.0,12.0,13.0,10.0,8.0,8.0,22.0,30.0,10.0,4.0,11.0,13.0,7.0,7.0,5.0,25.0,18.0,6.0,7.0,9.0,6.0,12.0,28.0,11.0,9.0,14.0,6.0,13.0,9.0,11.0
1978-12-31 00:00:00+00:00,11.0,9.0,7.0,12.0,19.0,21.0,13.0,11.0,13.0,6.0,5.0,16.0,18.0,14.0,25.0,19.0,24.0,20.0,16.0,10.0,9.0,19.0,22.0,23.0,23.0,33.0,30.0,36.0,30.0,20.0,17.0,20.0,17.0,16.0,17.0,23.0,27.0,22.0,27.0,25.0,34.0,30.0,25.0,24.0,8.0,12.0,13.0,15.0,15.0,27.0,24.0,27.0,24.0,32.0,12.0,9.0,7.0,17.0,7.0,7.0,13.0,28.0,26.0,31.0,30.0,6.0,11.0,7.0,9.0,15.0,19.0,20.0,24.0,31.0,28.0,5.0,15.0,5.0,16.0,18.0,29.0,19.0,16.0,14.0,17.0,20.0,15.0,18.0,29.0,21.0,12.0,17.0,18.0,20.0,20.0,10.0,21.0,13.0,17.0
1979-12-31 00:00:00+00:00,9.0,7.0,18.0,17.0,17.0,5.0,7.0,9.0,6.0,2.0,1.0,13.0,22.0,9.0,16.0,9.0,10.0,10.0,8.0,5.0,5.0,19.0,20.0,15.0,21.0,11.0,21.0,25.0,19.0,8.0,5.0,17.0,20.0,23.0,23.0,17.0,20.0,23.0,20.0,23.0,17.0,5.0,17.0,11.0,21.0,21.0,18.0,17.0,31.0,27.0,19.0,24.0,15.0,23.0,17.0,7.0,17.0,17.0,16.0,11.0,17.0,22.0,15.0,8.0,18.0,11.0,4.0,10.0,5.0,12.0,11.0,14.0,7.0,4.0,6.0,14.0,9.0,6.0,7.0,13.0,13.0,7.0,3.0,2.0,14.0,8.0,12.0,11.0,8.0,5.0,5.0,24.0,14.0,11.0,7.0,5.0,13.0,10.0,4.0
1980-12-31 00:00:00+00:00,23.0,15.0,40.0,35.0,46.0,40.0,36.0,34.0,17.0,13.0,17.0,23.0,35.0,39.0,40.0,43.0,27.0,18.0,13.0,15.0,13.0,19.0,24.0,33.0,42.0,36.0,34.0,28.0,23.0,21.0,16.0,7.0,17.0,23.0,23.0,34.0,39.0,31.0,34.0,27.0,22.0,23.0,15.0,9.0,3.0,19.0,16.0,23.0,39.0,39.0,36.0,32.0,25.0,43.0,23.0,13.0,16.0,14.0,17.0,19.0,38.0,29.0,29.0,30.0,26.0,17.0,20.0,9.0,8.0,16.0,13.0,21.0,24.0,34.0,17.0,16.0,24.0,13.0,6.0,11.0,23.0,13.0,20.0,14.0,24.0,11.0,6.0,10.0,11.0,4.0,12.0,14.0,8.0,15.0,15.0,19.0,9.0,14.0,13.0
1981-12-31 00:00:00+00:00,39.0,19.0,30.0,27.0,39.0,41.0,40.0,41.0,32.0,24.0,23.0,35.0,29.0,28.0,31.0,30.0,28.0,40.0,34.0,41.0,36.0,12.0,16.0,20.0,38.0,26.0,32.0,29.0,26.0,37.0,37.0,20.0,25.0,15.0,22.0,20.0,24.0,37.0,29.0,35.0,32.0,41.0,14.0,19.0,28.0,17.0,13.0,25.0,24.0,36.0,34.0,22.0,28.0,52.0,13.0,23.0,20.0,13.0,19.0,31.0,27.0,42.0,29.0,30.0,38.0,21.0,27.0,15.0,10.0,29.0,30.0,36.0,27.0,26.0,40.0,25.0,9.0,13.0,22.0,32.0,37.0,22.0,33.0,34.0,17.0,14.0,20.0,20.0,33.0,13.0,25.0,19.0,12.0,26.0,26.0,26.0,18.0,18.0,18.0
